系組代碼,校名,系組名,學群,學類,普通生錄取分數,學測_國文,學測_英文,分科_數甲,學測_數學A,學測_數學B,學測_自然,學測_社會,分科_地理,分科_歷史,分科_公民,分科_物理,分科_化學,分科_生物,同分參酌1_科目,同分參酌1_分數,同分參酌2_科目,同分參酌2_分數,同分參酌3_科目,同分參酌3_分數,,1,大學,科系
2553,世新大學,資訊管理學系資訊科技組,管理學群,資訊管理學類,73,1,1,,,,,,,,2,,,,,,,,,,,,世新大學,資訊管理學系
2554,世新大學,資訊管理學系智慧網路應用組,資訊學群,資訊管理學類,77,1,1,,,,,,,,2,,,,,,,,,,,,世新大學,資訊管理學系
2554,世新大學,資訊管理學系智慧網路應用組,管理學群,資訊管理學類,77,1,1,,,,,,,,2,,,,,,,,,,,,世新大學,資訊管理學系
2555,世新大學,財務金融學系,財經學群,財務金融學類,87,1,,,,1,,,,,1,,,,,,,,,,,,世新大學,財務金融學系
2556,世新大學,行政管理學系,法政學群,行政管理學類,81,1,,,,,,,,,1,,,,,,,,,,,,世新大學,行政管理學系
2556,世新大學,行政管理學系,管理學群,行政管理學類,81,1,,,,,,,,,1,,,,,,,,,,,,世新大學,行政管理學系
2557,世新大學,觀光學系餐旅經營管理組,管理學群,觀光事業學類,95,1,1,,,,,,,,2,,,,,,,,,,,,世新大學,觀光學系
2557,世新大學,觀光學系餐旅經營管理組,遊憩與運動學群,觀光事業學類,95,1,1,,,,,,,,2,,,,,,,,,,,,世新大學,觀光學系
2560,世新大學,觀光學系旅遊暨休閒事業管理組,管理學群,觀光事業學類,94,1,1,,,,,,,,2,,,,,,,,,,,,世新大學,觀光學系
2560,世新大學,觀光學系旅遊暨休閒事業管理組,遊憩與運動學群,觀光事業學類,94,1,1,,,,,,,,2,,,,,,,,,,,,世新大學,觀光學系
2561,世新大學,觀光學系觀光規劃暨資源管理組,管理學群,觀光事業學類,71,1,1,,,,,,2,,,,,,,,,,,,,,世新大學,觀光學系
2561,世新大學,觀光學系觀光規劃暨資源管理組,遊憩與運動學群,觀光事業學類,71,1,1,,,,,,2,,,,,,,,,,,,,,世新大學,觀光學系
2562,世新大學,經濟學系,財經學群,經濟學類,87.5,2,,,,1,,,,,1.5,,,,,,,,,,,,世新大學,經濟學系
2563,世新大學,企業管理學系,管理學群,企業管理學類,123,1,1,,,,,,,,2,,,,公,36,,,,,,,世新大學,企業管理學系
2564,世新大學,社會心理學系,社會與心理學群,心理學類,142,1.5,2,,,,,,,,1.5,,,,英,17,,,,,,,世新大學,社會心理學系
2565,世新大學,英語暨傳播應用學系,外語學群,英語文學類,87.5,1.5,2,,,,,,,1,,,,,,,,,,,,,世新大學,英語暨傳播應用學系(原英語學系)
2566,世新大學,中國文學系,文史哲學群,中國語文學類,86,2,,,,,,,,1,1,,,,,,,,,,,,世新大學,中國文學系
2567,世新大學,日本語文學系,外語學群,日語文學類,117,2,1.5,,,,,,,1,,,,,,,,,,,,,世新大學,日本語文學系
2570,世新大學,法律學系,法政學群,法律學類,138,1,1,,,,,,,1,1,,,,國,35,,,,,,,世新大學,法律學系
2571,實踐大學,食品營養與保健生技學系(臺北校區),醫藥衛生學群,食品營養保健學類,85,1,,,,,,,,,,,1,,國,35,,,,,,,實踐大學,食品營養與保健生技學系
2572,實踐大學,"食品營養與保健生技學系食品科技與法
律組(臺北校區)",醫藥衛生學群,食品營養保健學類,73,1,1,,,,,,,,,,1,,國,36,,,,,,,實踐大學,食品營養與保健生技學系
2573,實踐大學,社會工作學系(臺北校區),社會與心理學群,社會工作學類,144,1,,,,,,,,2,2,,,,,,,,,,,,實踐大學,社會工作學系
2574,實踐大學,家庭研究與兒童發展學系(臺北校區),社會與心理學群,兒童與家庭學類,83,1,1,,,,,,,1,,,,,國,34,英,24,4,,,,實踐大學,家庭研究與兒童發展學系
2575,實踐大學,餐飲管理學系(臺北校區),管理學群,餐旅管理學類,75,1,1,,,,,,,1,,,,,,,,,,,,,實踐大學,餐飲管理學系
2575,實踐大學,餐飲管理學系(臺北校區),遊憩與運動學群,餐旅管理學類,75,1,1,,,,,,,1,,,,,,,,,,,,,實踐大學,餐飲管理學系
2576,實踐大學,音樂學系A組(臺北校區),藝術學群,音樂學類,191.4,1,,,,,,,,1,,,,,,,,,,,,,,
2577,實踐大學,音樂學系B組(臺北校區),藝術學群,音樂學類,86,1,1,,,,,,,1,,,,,,,,,,,,,,
2600,實踐大學,法律學系(臺北校區),法政學群,法律學類,130,1.5,1,,,,,,,,1,,,,,,,,,,,,實踐大學,法律學系
2601,實踐大學,服裝設計學系(臺北校區),建築與設計學群,時尚與服裝設計學類,186,2,2,,,1,,,,1,,,,,英,27,,,,,,,實踐大學,服裝設計學系
2602,實踐大學,工業產品設計學系(臺北校區),建築與設計學群,工業設計學類,129,1,2,,,1,,,,1,,,,,英,23,,,,,,,實踐大學,工業產品設計學系
2603,實踐大學,"媒體傳達設計學系數位3D動畫設計組(臺
北校區)",資訊學群,數位媒體設計學類,145,1,2,,,,,,,1,,,,,,,,,,,,,實踐大學,媒體傳達設計學系
2603,實踐大學,"媒體傳達設計學系數位3D動畫設計組(臺
北校區)",建築與設計學群,數位媒體設計學類,145,1,2,,,,,,,1,,,,,,,,,,,,,實踐大學,媒體傳達設計學系
2604,實踐大學,"媒體傳達設計學系創意媒體設計組(臺北
校區)",資訊學群,數位媒體設計學類,124,1,2,,,,,,,1,,,,,,,,,,,,,實踐大學,媒體傳達設計學系
2604,實踐大學,"媒體傳達設計學系創意媒體設計組(臺北
校區)",建築與設計學群,數位媒體設計學類,124,1,2,,,,,,,1,,,,,,,,,,,,,實踐大學,媒體傳達設計學系
2605,實踐大學,建築設計學系(臺北校區),工程學群,建築學類,225,2,2,,,,,,1,1,1,,,,,,,,,,,,實踐大學,建築設計學系
2605,實踐大學,建築設計學系(臺北校區),建築與設計學群,建築學類,225,2,2,,,,,,1,1,1,,,,,,,,,,,,實踐大學,建築設計學系
2606,實踐大學,會計學系(臺北校區),財經學群,會計學類,70,1.5,1.5,,,,,,,,1,,,,,,,,,,,,,
2607,實踐大學,國際經營與貿易學系(臺北校區),財經學群,國際企業學類,74,1.5,1.5,,,,,,,,1,,,,,,,,,,,,,
2610,實踐大學,企業管理學系(臺北校區),管理學群,企業管理學類,94,2,1,,,,,,,1,,,,,,,,,,,,,,
2611,實踐大學,財務金融學系(臺北校區),財經學群,財務金融學類,56,1,1,,,,,,,1,,,,,,,,,,,,,,
2612,實踐大學,風險管理與保險學系-A組(臺北校區),財經學群,保險學類,104,2,,,,,,,,1,1.5,,,,,,,,,,,,實踐大學,風險管理與保險學系
2613,實踐大學,風險管理與保險學系-B組(臺北校區),財經學群,保險學類,86.5,2,,,,1,,,,,1.5,,,,,,,,,,,,實踐大學,風險管理與保險學系
2614,實踐大學,應用外語學系(臺北校區),外語學群,英語文學類,83.5,1.5,2,,,,,,,1,,,,,,,,,,,,,,
2615,實踐大學,應用外語學系數位應用組(臺北校區),外語學群,英語文學類,117.5,1.5,2,,,,,,,1,,,,,,,,,,,,,,
2616,實踐大學,"資訊科技與管理學系人工智慧與大數據
組(臺北校區)",資訊學群,電子商務學類,66,1,,,,,,,,,1,,,,,,,,,,,,實踐大學,資訊科技與管理學系
2616,實踐大學,"資訊科技與管理學系人工智慧與大數據
組(臺北校區)",管理學群,電子商務學類,66,1,,,,,,,,,1,,,,,,,,,,,,實踐大學,資訊科技與管理學系
2617,實踐大學,"資訊科技與管理學系元宇宙組(臺北校
區)",資訊學群,電子商務學類,66,1,,,,,,,,1,,,,,,,,,,,,,實踐大學,資訊科技與管理學系
2617,實踐大學,"資訊科技與管理學系元宇宙組(臺北校
區)",管理學群,電子商務學類,66,1,,,,,,,,1,,,,,,,,,,,,,實踐大學,資訊科技與管理學系
2620,實踐大學,"資訊科技與管理學系雲端運算與物聯網
組(臺北校區)",資訊學群,電子商務學類,71,1,,,,,,,,,,1,,,,,,,,,,,實踐大學,資訊科技與管理學系
2620,實踐大學,"資訊科技與管理學系雲端運算與物聯網
組(臺北校區)",管理學群,電子商務學類,71,1,,,,,,,,,,1,,,,,,,,,,,實踐大學,資訊科技與管理學系
2621,實踐大學,國際企業英語學士學位學程(臺北校區),財經學群,國際企業學類,100,1,2,,,,,,,,1.5,,,,,,,,,,,,,
2622,實踐大學,"智慧服務管理英語學士學位學程(臺北校
區)",遊憩與運動學群,餐旅管理學類,68,1,1,,,,,,,1,,,,,,,,,,,,,,
2623,實踐大學,"東南亞智慧商務學士學位學程語言文化
組(高雄校區)",管理學群,資訊管理學類,-----,1,2,,,,,,,1.5,,,,,,,,,,,,,,
2624,實踐大學,"東南亞智慧商務學士學位學程雲端商務
組(高雄校區)",管理學群,資訊管理學類,-----,1,2,,,,,,,,1.5,,,,,,,,,,,,,
2625,實踐大學,"東南亞智慧商務學士學位學程流通管理
組(高雄校區)",管理學群,資訊管理學類,-----,1,2,,,,,,1.5,,,,,,,,,,,,,,,
2626,實踐大學,行銷管理學系雲端電商組(高雄校區),管理學群,行銷經營學類,117.5,2,1,,,,,,,,1.5,,,,,,,,,,,,實踐大學,行銷管理學系
2627,實踐大學,"行銷管理學系數位行銷與市調組(高雄校
區)",管理學群,行銷經營學類,-----,2,,,,1,,,,,1,,,,,,,,,,,,實踐大學,行銷管理學系
2630,實踐大學,會計暨稅務學系財務金融組(高雄校區),財經學群,會計學類,142,2,1.5,,,,,,,,1,,,,,,,,,,,,,
2631,實踐大學,會計暨稅務學系會計AI組(高雄校區),財經學群,會計學類,-----,2,,,,1.5,,,,,1,,,,,,,,,,,,,
2632,實踐大學,國際企業管理學系(高雄校區),財經學群,國際企業學類,112,1,,,,,,,,2,,,,,,,,,,,,,,
2633,實踐大學,"國際企業管理學系外匯數位金融組(高雄
校區)",財經學群,國際企業學類,95,1,,,,,,,2,,,,,,,,,,,,,,,
2634,實踐大學,"國際企業管理學系兩岸工商管理組(高雄
校區)",財經學群,國際企業學類,99.5,1,,,,,,,,,2,,,,,,,,,,,,,
2635,實踐大學,金融管理學系金融實務組(高雄校區),財經學群,財務金融學類,83.5,1,,,,,,,,,1.25,,,,,,,,,,,,,
2636,實踐大學,資訊管理學系(高雄校區),管理學群,資訊管理學類,79.25,1.75,,,,1,,,,,1.5,,,,,,,,,,,,,
2637,實踐大學,"資訊科技與通訊學系人工智慧與機器人
組(高雄校區)",資訊學群,資訊工程學類,52,1.25,1,,,,,,,,,,1,,,,,,,,,,,
2640,實踐大學,"資訊科技與通訊學系APP設計與物聯網
應用組(高雄校區)",資訊學群,資訊工程學類,60.5,1.25,,,,1,,,,,1,,,,,,,,,,,,,
2641,實踐大學,觀光管理學系旅運事業組(高雄校區),管理學群,觀光事業學類,57,1.25,,,,1,,,,,1,,,,,,,,,,,,實踐大學,觀光管理學系
2641,實踐大學,觀光管理學系旅運事業組(高雄校區),遊憩與運動學群,觀光事業學類,57,1.25,,,,1,,,,,1,,,,,,,,,,,,實踐大學,觀光管理學系
2642,實踐大學,"觀光管理學系運動觀光暨自然旅遊組(高
雄校區)",管理學群,觀光事業學類,-----,1.25,1,,,,,,,,1,,,,,,,,,,,,實踐大學,觀光管理學系
2642,實踐大學,"觀光管理學系運動觀光暨自然旅遊組(高
雄校區)",遊憩與運動學群,觀光事業學類,-----,1.25,1,,,,,,,,1,,,,,,,,,,,,實踐大學,觀光管理學系
2643,實踐大學,"休閒產業管理學系文創規劃組(高雄校
區)",管理學群,休閒管理學類,97.5,2,,,,,,,1,,,,,,,,,,,,,,實踐大學,休閒產業管理學系
2643,實踐大學,"休閒產業管理學系文創規劃組(高雄校
區)",遊憩與運動學群,休閒管理學類,97.5,2,,,,,,,1,,,,,,,,,,,,,,實踐大學,休閒產業管理學系
2644,實踐大學,"休閒產業管理學系遊憩運動企劃組(高雄
校區)",管理學群,休閒管理學類,88,2,,,,,,,,,1,,,,,,,,,,,,實踐大學,休閒產業管理學系
2644,實踐大學,"休閒產業管理學系遊憩運動企劃組(高雄
校區)",遊憩與運動學群,休閒管理學類,88,2,,,,,,,,,1,,,,,,,,,,,,實踐大學,休閒產業管理學系
2645,實踐大學,"休閒產業管理學系精品咖啡烘培經營組
(高雄校區)",管理學群,休閒管理學類,84.5,2,1.5,,,,,,,1,,,,,,,,,,,,,實踐大學,休閒產業管理學系
2645,實踐大學,"休閒產業管理學系精品咖啡烘培經營組
(高雄校區)",遊憩與運動學群,休閒管理學類,84.5,2,1.5,,,,,,,1,,,,,,,,,,,,,實踐大學,休閒產業管理學系
2646,實踐大學,應用日文學系(高雄校區),外語學群,日語文學類,74.25,1.25,1,,,,,,,,1.5,,,,,,,,,,,,實踐大學,應用日文學系
2647,長榮大學,企業管理學系,管理學群,企業管理學類,155,2,1,,,,,,2,2,,,,,,,,,,,,,,
2650,長榮大學,國際企業學系,財經學群,國際企業學類,181,2,1,,,,,,2,2,,,,,,,,,,,,,,
2651,長榮大學,會計資訊學系,財經學群,會計學類,89.5,1.5,1,,,,,,,,2,,,,,,,,,,,,,
2652,長榮大學,航運管理學系,工程學群,運輸物流管理學類,138,2,2,,,1,,,2,1,,,,,,,,,,,,,長榮大學,航運管理學系
2652,長榮大學,航運管理學系,管理學群,運輸物流管理學類,138,2,2,,,1,,,2,1,,,,,,,,,,,,,長榮大學,航運管理學系
2653,長榮大學,土地管理與開發學系,法政學群,地政與土地資產管理學類,123,2,,,,,,,2,,1,,,,,,,,,,,,長榮大學,土地管理與開發學系
2653,長榮大學,土地管理與開發學系,管理學群,地政與土地資產管理學類,123,2,,,,,,,2,,1,,,,,,,,,,,,長榮大學,土地管理與開發學系
2654,長榮大學,財務金融學系,財經學群,財務金融學類,123,2,1,,,,,,,,2,,,,,,,,,,,,,
2655,長榮大學,觀光與餐飲管理學系,遊憩與運動學群,休閒管理學類,112,2,1,,,,,,,,2,,,,,,,,,,,,,
2656,長榮大學,醫務管理學系,醫藥衛生學群,醫務管理學類,123,2,1.5,,,,,,,,2,,,,,,,,,,,,長榮大學,醫務管理學系
2656,長榮大學,醫務管理學系,管理學群,醫務管理學類,123,2,1.5,,,,,,,,2,,,,,,,,,,,,長榮大學,醫務管理學系
2657,長榮大學,醫務管理學系(健康大數據組),醫藥衛生學群,醫務管理學類,102.5,1.5,1.5,,,1,,,,,2,,,,,,,,,,,,長榮大學,醫務管理學系
2657,長榮大學,醫務管理學系(健康大數據組),管理學群,醫務管理學類,102.5,1.5,1.5,,,1,,,,,2,,,,,,,,,,,,長榮大學,醫務管理學系
2660,長榮大學,生物科技學系,生命科學學群,生物科技學類,116,2,1,,,,,,,,,,2,2,,,,,,,,,,
2661,長榮大學,健康心理學系,社會與心理學群,心理學類,98.5,1.5,2,,,,,,,,,,,2,,,,,,,,,,
2662,長榮大學,保健營養學系,醫藥衛生學群,食品營養保健學類,210.75,2,1,,,,,,,,1,,1.25,1.25,,,,,,,,,長榮大學,保健營養學系
2663,長榮大學,護理學系,醫藥衛生學群,護理學類,90.5,1.5,2,,,,,,,,,,,2,,,,,,,,,長榮大學,護理學系
2664,長榮大學,醫藥科學產業學系,生命科學學群,生物科技學類,103,2,1,,,,,,,,,,,1,,,,,,,,,,
2665,長榮大學,職業安全與衛生學系(自然組),醫藥衛生學群,職業安全與衛生學類,88.5,2,1.5,,,,,,,,,,2,,,,,,,,,,長榮大學,職業安全與衛生學系
2666,長榮大學,職業安全與衛生學系(社會組),醫藥衛生學群,職業安全與衛生學類,109,2,1.5,,,,,,,2,,,,,,,,,,,,,長榮大學,職業安全與衛生學系
2667,長榮大學,"食品安全衛生與檢驗學士學位學程(食品
安全管理組)",醫藥衛生學群,食品營養保健學類,152,2,1,,,,,,,2,,,,,,,,,,,,,,
2670,長榮大學,"食品安全衛生與檢驗學士學位學程(環境
檢驗組)",醫藥衛生學群,食品營養保健學類,104,2,1,,,,,,,,,,2,,,,,,,,,,,
2671,長榮大學,"食品安全衛生與檢驗學士學位學程(食品
檢驗組)",醫藥衛生學群,食品營養保健學類,95,2,1,,,,,,,,,,,2,,,,,,,,,,
2672,長榮大學,消防安全學士學位學程(自然組),地球與環境學群,綠環境與防災學類,116.5,2,,,,,,,,,1.5,,2,,,,,,,,,,,
2673,長榮大學,消防安全學士學位學程(社會組),地球與環境學群,綠環境與防災學類,175,2,,,,,,,,2,1.5,,,,,,,,,,,,,
2674,長榮大學,綠能與環境資源學系(自然組),地球與環境學群,環境工程學類,71,1,,,,,,,,,,2,1,,,,,,,,,,長榮大學,綠能與環境資源學系
2675,長榮大學,綠能與環境資源學系(社會組),地球與環境學群,環境工程學類,99,1,,,,,,,2,1,,,,,,,,,,,,,長榮大學,綠能與環境資源學系
2676,長榮大學,無人機應用學士學位學程,工程學群,機械工程學類,89,2,2,,,,,,,,,1.5,,,,,,,,,,,,
2677,長榮大學,大眾傳播學系,大眾傳播學群,大眾傳播學類,107,2,1,,,,,,,2,,,,,,,,,,,,,,
2700,長榮大學,翻譯學系,外語學群,英語文學類,112,2,2,,,,,,,1,,,,,,,,,,,,,,
2701,長榮大學,社會工作學系,社會與心理學群,社會工作學類,103,2,1,,,,,,,,2,,,,,,,,,,,,,
2702,長榮大學,醫學社會暨健康照護學士學位學程,醫藥衛生學群,健康照護學類,-----,2,2,,,,,,1,1,,,,,,,,,,,,,長榮大學,醫學社會暨健康照護學士學位學程
2703,長榮大學,應用日語學系,外語學群,日語文學類,108,2,2,,,,,,,1,,,,,,,,,,,,,,
2704,長榮大學,應用哲學系(公共參與組),文史哲學群,哲學學類,-----,2,,,,,,,,1,1,,,,,,,,,,,,長榮大學,應用哲學系
2705,長榮大學,應用哲學系(社會關懷組),文史哲學群,哲學學類,-----,1,1,,,,,,,,2,,,,,,,,,,,,長榮大學,應用哲學系
2706,長榮大學,東南亞文化與產業學士學位學程,文史哲學群,文化與產業學類,112.5,1,1.5,,,,,,,2,,,,,,,,,,,,,長榮大學,東南亞文化與產業學士學位學程
2706,長榮大學,東南亞文化與產業學士學位學程,管理學群,文化與產業學類,112.5,1,1.5,,,,,,,2,,,,,,,,,,,,,長榮大學,東南亞文化與產業學士學位學程
2707,長榮大學,運動競技學系,遊憩與運動學群,體育學類,112,2,1,,,,,,,2,,,,,,,,,,,,,,
2710,長榮大學,資訊暨設計學院學士班(不分系),建築與設計學群,數位媒體設計學類,80,2,1,,,,,,,1,,,,,,,,,,,,,,
2711,長榮大學,數位媒體設計學系,建築與設計學群,數位媒體設計學類,119,2,2,,,,,,,1,,,,,,,,,,,,,,
2712,長榮大學,互動設計學系,建築與設計學群,數位媒體設計學類,-----,2,1.5,,,,,,,1,,,,,,,,,,,,,,
2713,長榮大學,資訊管理學系,資訊學群,資訊工程學類,118,2,1,,,1,,,,1,,,,,,,,,,,,,,
2714,長榮大學,資訊工程學系,資訊學群,資訊工程學類,152,2,1.5,,,1,,,,,,2,,,,,,,,,,,,
2715,國立臺灣藝術大學,美術學系,藝術學群,美術學類,369.6,2,2,,,,,,1,1,,,,,,,,,,,,,國立臺灣藝術大學,美術學系
2716,國立臺灣藝術大學,書畫藝術學系,藝術學群,美術學類,261.3,1,1,,,,,,,1,,,,,,,,,,,,,國立臺灣藝術大學,書畫藝術學系
2717,國立臺灣藝術大學,雕塑學系(男),藝術學群,藝術與設計學類,305.5,2,1.5,,,,,,,1,,,,,,,,,,,,,國立臺灣藝術大學,雕塑學系
2720,國立臺灣藝術大學,雕塑學系(女),藝術學群,藝術與設計學類,314.4,2,1.5,,,,,,,1,,,,,,,,,,,,,國立臺灣藝術大學,雕塑學系
2721,國立臺灣藝術大學,古蹟藝術修護學系,建築與設計學群,工藝學類,260.87,1.5,,,,,,,,2,,,,,,,,,,,,,國立臺灣藝術大學,古蹟藝術修護學系
2722,國立臺灣藝術大學,亞太建築空間與文物保存學士學位學程,建築與設計學群,藝術與設計學類,230.5,2,1.5,,,,,,,1,,,,,國,46,,,,,,,國立臺灣藝術大學,亞太建築空間與文物保存學士學位學程
2722,國立臺灣藝術大學,亞太建築空間與文物保存學士學位學程,藝術學群,藝術與設計學類,230.5,2,1.5,,,,,,,1,,,,,國,46,,,,,,,國立臺灣藝術大學,亞太建築空間與文物保存學士學位學程
2723,國立臺灣藝術大學,視覺傳達設計學系,建築與設計學群,商業設計學類,347.6,2,2,,,,,,,1,,,,,,,,,,,,,國立臺灣藝術大學,視覺傳達設計學系
2724,國立臺灣藝術大學,工藝設計學系,建築與設計學群,工業設計學類,219,2,2,,,,,,,1,,,,,,,,,,,,,國立臺灣藝術大學,工藝設計學系
2725,國立臺灣藝術大學,多媒體動畫藝術學系,資訊學群,數位媒體設計學類,416,2,2,,,1,,,,1,,,,,,,,,,,,,國立臺灣藝術大學,多媒體動畫藝術學系
2725,國立臺灣藝術大學,多媒體動畫藝術學系,建築與設計學群,數位媒體設計學類,416,2,2,,,1,,,,1,,,,,,,,,,,,,國立臺灣藝術大學,多媒體動畫藝術學系
2726,國立臺灣藝術大學,圖文傳播藝術學系,大眾傳播學群,大眾傳播學類,227,2,2,,,,,,,,1,,,,國,47,,,,,,,國立臺灣藝術大學,圖文傳播藝術學系
2727,國立臺灣藝術大學,廣播電視學系,大眾傳播學群,廣播電視電影學類,233,1.5,1.5,,,,,,,1,1,,,,,,,,,,,,國立臺灣藝術大學,廣播電視學系
2730,國立臺灣藝術大學,電影學系,大眾傳播學群,廣播電視電影學類,276,2,2,,,,,,,1,1,,,,,,,,,,,,國立臺灣藝術大學,電影學系
2731,國立臺灣藝術大學,戲劇學系(男),藝術學群,表演藝術學類,252,2,2,,,,,,1,1,,,,,,,,,,,,,國立臺灣藝術大學,戲劇學系
2732,國立臺灣藝術大學,戲劇學系(女),藝術學群,表演藝術學類,267,2,2,,,,,,1,1,,,,,國,51,,,,,,,國立臺灣藝術大學,戲劇學系
2733,國立臺灣藝術大學,音樂學系,藝術學群,音樂學類,243.38,1,1,,,,,,,,1,,,,,,,,,,,,,
2734,國立暨南國際大學,中國語文學系,文史哲學群,中國語文學類,217,2,,,,,,,,1.75,,,,,,,,,,,,,,
2735,國立暨南國際大學,外國語文學系,外語學群,英語文學類,141,1.5,2,,,,,,,1,,,,,,,,,,,,,,
2736,國立暨南國際大學,社會政策與社會工作學系,社會與心理學群,社會工作學類,186,1.25,1,,,,,,,,1,,,,,,,,,,,,國立暨南國際大學,社會政策與社會工作學系
2737,國立暨南國際大學,公共行政與政策學系,法政學群,政治學類,195.25,1,1.25,,,1,,,,1,1,,,,,,,,,,,,國立暨南國際大學,公共行政與政策學系
2737,國立暨南國際大學,公共行政與政策學系,法政學群,行政管理學類,195.25,1,1.25,,,1,,,,1,1,,,,,,,,,,,,國立暨南國際大學,公共行政與政策學系
2737,國立暨南國際大學,公共行政與政策學系,管理學群,行政管理學類,195.25,1,1.25,,,1,,,,1,1,,,,,,,,,,,,國立暨南國際大學,公共行政與政策學系
2740,國立暨南國際大學,歷史學系,文史哲學群,歷史學類,146.75,1,1.25,,,,,,,2,,,,,歷,47,,,,,,,國立暨南國際大學,歷史學系
2741,國立暨南國際大學,東南亞學系,法政學群,政治學類,144.5,,1.5,,,,,,1,1.25,1,,,,英,20,,,,,,,國立暨南國際大學,東南亞學系
2742,國立暨南國際大學,國際企業學系,財經學群,國際企業學類,153.5,1.5,2,,,,,,,,1,,,,,,,,,,,,國立暨南國際大學,國際企業學系
2743,國立暨南國際大學,經濟學系,財經學群,經濟學類,115,1,1.5,,,,,,,,1,,,,英,30,,,,,,,國立暨南國際大學,經濟學系
2744,國立暨南國際大學,資訊管理學系,管理學群,資訊管理學類,179.75,1.75,2,,,,,,,1.5,,,,,,,,,,,,,,
2745,國立暨南國際大學,財務金融學系,財經學群,財務金融學類,140,1,2,,,,,,,,1,,,,,,,,,,,,,
2746,國立暨南國際大學,觀光休閒與餐旅管理學系觀光休閒組,管理學群,觀光事業學類,187,2,2,,,,,,1.5,,,,,,,,,,,,,,國立暨南國際大學,觀光休閒與餐旅管理學系
2746,國立暨南國際大學,觀光休閒與餐旅管理學系觀光休閒組,管理學群,休閒管理學類,187,2,2,,,,,,1.5,,,,,,,,,,,,,,國立暨南國際大學,觀光休閒與餐旅管理學系
2746,國立暨南國際大學,觀光休閒與餐旅管理學系觀光休閒組,遊憩與運動學群,觀光事業學類,187,2,2,,,,,,1.5,,,,,,,,,,,,,,國立暨南國際大學,觀光休閒與餐旅管理學系
2746,國立暨南國際大學,觀光休閒與餐旅管理學系觀光休閒組,遊憩與運動學群,休閒管理學類,187,2,2,,,,,,1.5,,,,,,,,,,,,,,國立暨南國際大學,觀光休閒與餐旅管理學系
2747,國立暨南國際大學,觀光休閒與餐旅管理學系餐旅管理組,管理學群,觀光事業學類,170,2,2,,,,,,,1.5,,,,,國,39,,,,,,,國立暨南國際大學,觀光休閒與餐旅管理學系
2747,國立暨南國際大學,觀光休閒與餐旅管理學系餐旅管理組,管理學群,休閒管理學類,170,2,2,,,,,,,1.5,,,,,國,39,,,,,,,國立暨南國際大學,觀光休閒與餐旅管理學系
2747,國立暨南國際大學,觀光休閒與餐旅管理學系餐旅管理組,遊憩與運動學群,觀光事業學類,170,2,2,,,,,,,1.5,,,,,國,39,,,,,,,國立暨南國際大學,觀光休閒與餐旅管理學系
2747,國立暨南國際大學,觀光休閒與餐旅管理學系餐旅管理組,遊憩與運動學群,休閒管理學類,170,2,2,,,,,,,1.5,,,,,國,39,,,,,,,國立暨南國際大學,觀光休閒與餐旅管理學系
2750,國立暨南國際大學,管理學院學士班,,,95,1,1,,,,,,,,1,,,,英,21,,,,,,,,
2751,國立暨南國際大學,國際文教與比較教育學系,教育學群,教育學類,133,1.5,2,,,,,,,,1,,,,英,26,,,,,,,國立暨南國際大學,國際文教與比較教育學系
2752,國立暨南國際大學,教育政策與行政學系,教育學群,教育學類,151,2,1,,,,,,,,1,,,,,,,,,,,,國立暨南國際大學,教育政策與行政學系
2753,國立暨南國際大學,"諮商心理與人力資源發展學系諮商心理
組",社會與心理學群,輔導與諮商學類,213,1.5,1.5,,,1.5,,,,,1,,,,,,,,,,,,國立暨南國際大學,諮商心理與人力資源發展學系
2753,國立暨南國際大學,"諮商心理與人力資源發展學系諮商心理
組",教育學群,輔導與諮商學類,213,1.5,1.5,,,1.5,,,,,1,,,,,,,,,,,,國立暨南國際大學,諮商心理與人力資源發展學系
2754,國立暨南國際大學,"諮商心理與人力資源發展學系終身學習
與人力資源發展組",社會與心理學群,輔導與諮商學類,184,1.5,1.5,,,1,,,,,1,,,,,,,,,,,,國立暨南國際大學,諮商心理與人力資源發展學系
2754,國立暨南國際大學,"諮商心理與人力資源發展學系終身學習
與人力資源發展組",教育學群,輔導與諮商學類,184,1.5,1.5,,,1,,,,,1,,,,,,,,,,,,國立暨南國際大學,諮商心理與人力資源發展學系
2755,國立暨南國際大學,教育學院學士班教育科技與數位學習組,教育學群,教育學類,173,2,1.5,,,,,,,,1.5,,,,,,,,,,,,,
2756,國立暨南國際大學,教育學院學士班教育心理與輔導組,教育學群,教育學類,184,2,1.5,,,,,,,,1.5,,,,,,,,,,,,,
2757,國立暨南國際大學,資訊工程學系,資訊學群,資訊工程學類,138,,1.25,1.5,1.5,,,,,,,,,,,,,,,,,,,
2760,國立暨南國際大學,土木工程學系,工程學群,土木工程學類,196.5,1.5,1,2,,,,,,,,,,,,,,,,,,,國立暨南國際大學,土木工程學系
2761,國立暨南國際大學,電機工程學系甲組,工程學群,電機工程學類,182,,1,1,1,,,,,,,1,1,,,,,,,,,,,
2762,國立暨南國際大學,電機工程學系乙組,工程學群,電機工程學類,193,1,1,,,,,,,,,2,1,,物,41,,,,,,,,
2763,國立暨南國際大學,電機工程學系丙組,工程學群,電機工程學類,202,1,2,,,,,,,,,1,1,,,,,,,,,,,
